sensor_id,sensor_name,sensor_latitude,sensor_longitude,area_type,measurement_timestamp,pollutant,pollutant_value,pollutant_unit,date,hour,is_weekend,season,timestamp_rounded,weather_timestamp,temperature_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_direction_deg,precipitation_mm,weather_condition,visibility_km,road_edges,road_length_km,industrial_area,commercial_area,residential_area,green_space,water_body,educational,medical,transportation,building_density,aqi,pollution_category,traffic_influence,month,day_of_week,is_rush_hour,PM2.5,PM10,NO2,CO,SO2,O3
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,PM2.5,69.35,μg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,2,0,81.16,118.34,95.86,4.84,69.47,11.06
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,PM10,51.09,μg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,190.64,254.43,87.39,7.45,33.72,102.9
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,NO2,33.54,μg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,149.08,38.7,74.12,2.26,10.34,137.88
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,CO,1.37,mg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,123.75,283.86,12.16,1.22,79.83,59.67
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,SO2,23.92,μg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,39.64,296.17,9.66,6.5,13.34,53.97
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 00:00:00,O3,24.76,μg/m³,2025-08-27,0,False,Summer,2025-08-27 00:00:00,2025-08-27 00:00:00,24.0,82,1006,2.7,48,0.2,Partly Cloudy,12.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,39.64,44.8,84.57,9.84,42.22,97.64
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,PM2.5,105.15,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,2,0,21.04,101.56,51.52,6.05,22.64,56.0
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,PM10,119.65,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,2,0,174.57,124.27,82.39,6.94,41.84,66.34
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,NO2,41.54,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,124.21,237.39,34.73,5.66,25.78,48.24
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,CO,1.85,mg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,144.53,186.86,42.78,7.85,71.96,58.28
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,SO2,30.86,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,13.91,200.42,71.52,9.76,77.53,105.12
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 04:00:00,O3,31.23,μg/m³,2025-08-27,4,False,Summer,2025-08-27 04:00:00,2025-08-27 04:00:00,23.8,91,1006,4.5,195,1.9,Fog,10.2,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,194.28,232.1,91.96,5.49,33.99,139.13
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM2.5,79.54,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,High,8,2,1,168.16,53.03,13.34,4.23,7.47,91.64
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,PM10,189.87,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,150,Unhealthy for Sensitive Groups,High,8,2,1,50.34,253.3,86.84,8.62,53.74,11.4
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,NO2,82.36,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,2,1,44.55,217.57,80.34,9.7,31.38,46.94
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,CO,4.08,mg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,2,1,44.85,181.66,34.98,1.38,78.91,143.31
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,SO2,50.17,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,High,8,2,1,67.81,269.13,38.75,5.82,8.97,137.45
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 08:00:00,O3,36.94,μg/m³,2025-08-27,8,False,Summer,2025-08-27 08:00:00,2025-08-27 08:00:00,20.0,85,1016,2.1,14,0.9,Fog,12.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,High,8,2,1,109.7,216.09,9.41,7.95,11.29,26.19
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM2.5,60.93,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Low,8,2,0,92.07,76.48,6.5,5.38,56.56,137.18
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,PM10,107.28,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Low,8,2,0,65.33,140.33,50.32,4.15,61.17,145.03
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,NO2,46.13,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,126.25,158.33,14.08,6.59,38.75,55.44
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,CO,1.96,mg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,36.5,35.46,23.43,2.77,23.63,108.14
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,SO2,31.14,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,65.51,287.3,85.44,3.56,26.17,88.4
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 12:00:00,O3,22.49,μg/m³,2025-08-27,12,False,Summer,2025-08-27 12:00:00,2025-08-27 12:00:00,26.7,90,1010,1.2,144,0.6,Fog,9.1,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Low,8,2,0,79.61,56.0,59.25,9.92,28.36,57.19
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM2.5,81.63,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,2,0,96.65,215.29,65.2,6.4,19.57,31.47
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,PM10,61.54,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,100,Moderate,Medium,8,2,0,159.18,161.74,22.81,8.74,68.35,61.37
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,NO2,25.84,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,47.94,27.18,83.72,8.1,7.08,139.89
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,CO,2.74,mg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,107.7,278.93,87.46,6.56,33.77,123.57
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,SO2,15.8,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,122.56,258.51,54.72,8.42,60.31,56.29
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 16:00:00,O3,18.75,μg/m³,2025-08-27,16,False,Summer,2025-08-27 16:00:00,2025-08-27 16:00:00,31.9,71,1008,1.8,266,0.0,Partly Cloudy,10.5,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,50,Good,Medium,8,2,0,18.83,166.79,91.69,2.94,2.3,86.67
sensor_01,Pune_City_Center,18.5204,73.8567,urban,2025-08-27 20:00:00,PM2.5,62.85,μg/m³,2025-08-27,20,False,Summer,2025-08-27 20:00:00,2025-08-27 20:00:00,37.2,85,1018,3.5,284,0.3,Fog,8.9,6377.0,436.5764823559367,5.0,25.0,36.0,68.0,20.0,83.0,166.0,38.0,10774.0,200,Unhealthy,Medium,8,2,0,125.43,84.1,85.26,6.41,70.49,66.83
